PFAS_1,PFAS_2,Correlation,p_value,Region,Group_1,Group_2,Significance
PFHXA,PFHPS,NA,NA,GBLM,Legacy Acids,Legacy Sulfonamides,
PFHXA,PFDS,NA,NA,GBLM,Legacy Acids,Legacy Sulfonamides,
PFOA,PFNA,0.49,0.03,GBLM,Legacy Acids,Legacy Acids,*
PFOA,PFDA,-0.19,0.44,GBLM,Legacy Acids,Legacy Acids,
PFOA,PFDOA,-0.27,0.27,GBLM,Legacy Acids,Legacy Acids,
PFOA,PFTRDA,-0.08,0.73,GBLM,Legacy Acids,Legacy Acids,
PFOA,PFTEDA,0.02,0.95,GBLM,Legacy Acids,Legacy Acids,
PFOA,PFUNDA,-0.21,0.39,GBLM,Legacy Acids,Legacy Sulfonates,
PFOA,PFHXS,0.01,0.97,GBLM,Legacy Acids,Legacy Sulfonates,
PFOA,PFOS,0.02,0.92,GBLM,Legacy Acids,Legacy Sulfonates,
PFOA,PFPES,NA,NA,GBLM,Legacy Acids,Legacy Sulfonamides,
PFOA,PFHPS,0.51,0.02,GBLM,Legacy Acids,Legacy Sulfonamides,*
PFOA,PFDS,0.24,0.33,GBLM,Legacy Acids,Legacy Sulfonamides,
PFNA,PFDA,0.62,0.01,GBLM,Legacy Acids,Legacy Acids,**
PFNA,PFDOA,0.30,0.21,GBLM,Legacy Acids,Legacy Acids,
PFNA,PFTRDA,0.60,0.01,GBLM,Legacy Acids,Legacy Acids,**
PFNA,PFTEDA,0.35,0.14,GBLM,Legacy Acids,Legacy Acids,
PFNA,PFUNDA,0.50,0.03,GBLM,Legacy Acids,Legacy Sulfonates,*
PFNA,PFHXS,0.00,0.99,GBLM,Legacy Acids,Legacy Sulfonates,
PFNA,PFOS,0.51,0.03,GBLM,Legacy Acids,Legacy Sulfonates,*
PFNA,PFPES,NA,NA,GBLM,Legacy Acids,Legacy Sulfonamides,
PFNA,PFHPS,0.53,0.02,GBLM,Legacy Acids,Legacy Sulfonamides,*
PFNA,PFDS,0.04,0.88,GBLM,Legacy Acids,Legacy Sulfonamides,
PFDA,PFDOA,0.79,0.00,GBLM,Legacy Acids,Legacy Acids,***
PFDA,PFTRDA,0.90,0.00,GBLM,Legacy Acids,Legacy Acids,***
PFDA,PFTEDA,0.61,0.01,GBLM,Legacy Acids,Legacy Acids,**
PFDA,PFUNDA,0.96,0.00,GBLM,Legacy Acids,Legacy Sulfonates,***
PFDA,PFHXS,0.26,0.28,GBLM,Legacy Acids,Legacy Sulfonates,
PFDA,PFOS,0.72,0.00,GBLM,Legacy Acids,Legacy Sulfonates,***
PFDA,PFPES,NA,NA,GBLM,Legacy Acids,Legacy Sulfonamides,
PFDA,PFHPS,0.23,0.34,GBLM,Legacy Acids,Legacy Sulfonamides,
PFDA,PFDS,0.08,0.75,GBLM,Legacy Acids,Legacy Sulfonamides,
PFDOA,PFTRDA,0.74,0.00,GBLM,Legacy Acids,Legacy Acids,***
PFDOA,PFTEDA,0.82,0.00,GBLM,Legacy Acids,Legacy Acids,***
PFDOA,PFUNDA,0.82,0.00,GBLM,Legacy Acids,Legacy Sulfonates,***
PFDOA,PFHXS,0.23,0.34,GBLM,Legacy Acids,Legacy Sulfonates,
PFDOA,PFOS,0.48,0.04,GBLM,Legacy Acids,Legacy Sulfonates,*
PFDOA,PFPES,NA,NA,GBLM,Legacy Acids,Legacy Sulfonamides,
PFDOA,PFHPS,0.08,0.74,GBLM,Legacy Acids,Legacy Sulfonamides,
PFDOA,PFDS,0.27,0.26,GBLM,Legacy Acids,Legacy Sulfonamides,
PFTRDA,PFTEDA,0.60,0.01,GBLM,Legacy Acids,Legacy Acids,**
PFTRDA,PFUNDA,0.88,0.00,GBLM,Legacy Acids,Legacy Sulfonates,***
PFTRDA,PFHXS,0.29,0.24,GBLM,Legacy Acids,Legacy Sulfonates,
PFTRDA,PFOS,0.71,0.00,GBLM,Legacy Acids,Legacy Sulfonates,**
PFTRDA,PFPES,NA,NA,GBLM,Legacy Acids,Legacy Sulfonamides,
PFTRDA,PFHPS,0.25,0.31,GBLM,Legacy Acids,Legacy Sulfonamides,
PFTRDA,PFDS,0.37,0.12,GBLM,Legacy Acids,Legacy Sulfonamides,
PFTEDA,PFUNDA,0.66,0.00,GBLM,Legacy Acids,Legacy Sulfonates,**
PFTEDA,PFHXS,0.31,0.19,GBLM,Legacy Acids,Legacy Sulfonates,
PFTEDA,PFOS,0.39,0.10,GBLM,Legacy Acids,Legacy Sulfonates,
PFTEDA,PFPES,NA,NA,GBLM,Legacy Acids,Legacy Sulfonamides,
PFTEDA,PFHPS,0.42,0.08,GBLM,Legacy Acids,Legacy Sulfonamides,.
PFTEDA,PFDS,0.33,0.17,GBLM,Legacy Acids,Legacy Sulfonamides,
PFUNDA,PFHXS,0.38,0.11,GBLM,Legacy Sulfonates,Legacy Sulfonates,
PFUNDA,PFOS,0.69,0.00,GBLM,Legacy Sulfonates,Legacy Sulfonates,**
PFUNDA,PFPES,NA,NA,GBLM,Legacy Sulfonates,Legacy Sulfonamides,
PFUNDA,PFHPS,0.22,0.36,GBLM,Legacy Sulfonates,Legacy Sulfonamides,
PFUNDA,PFDS,0.17,0.49,GBLM,Legacy Sulfonates,Legacy Sulfonamides,
PFHXS,PFOS,0.33,0.17,GBLM,Legacy Sulfonates,Legacy Sulfonates,
PFHXS,PFPES,NA,NA,GBLM,Legacy Sulfonates,Legacy Sulfonamides,
PFHXS,PFHPS,0.31,0.20,GBLM,Legacy Sulfonates,Legacy Sulfonamides,
PFHXS,PFDS,0.45,0.05,GBLM,Legacy Sulfonates,Legacy Sulfonamides,.
PFOS,PFPES,NA,NA,GBLM,Legacy Sulfonates,Legacy Sulfonamides,
PFOS,PFHPS,0.53,0.02,GBLM,Legacy Sulfonates,Legacy Sulfonamides,*
PFOS,PFDS,0.27,0.26,GBLM,Legacy Sulfonates,Legacy Sulfonamides,
PFPES,PFHPS,NA,NA,GBLM,Legacy Sulfonamides,Legacy Sulfonamides,
PFPES,PFDS,NA,NA,GBLM,Legacy Sulfonamides,Legacy Sulfonamides,
PFHPS,PFDS,0.22,0.36,GBLM,Legacy Sulfonamides,Legacy Sulfonamides,
