PFAS_1,PFAS_2,Correlation,p_value,Region,Group_1,Group_2,Significance
FTSA6_2,FTSA8_2,NA,NA,SSS,Precursor,Precursor,
FTSA6_2,FOSA,NA,NA,SSS,Precursor,Precursor,
FTSA6_2,N_ETFOSAA,NA,NA,SSS,Precursor,Precursor,
FTSA6_2,N_MEFOSAA,NA,NA,SSS,Precursor,Precursor,
FTSA6_2,PFBA,NA,NA,SSS,Precursor,Short-chain,
FTSA6_2,PFBS,NA,NA,SSS,Precursor,Short-chain,
FTSA6_2,PFHPA,NA,NA,SSS,Precursor,Short-chain,
FTSA6_2,PFHXA,NA,NA,SSS,Precursor,Legacy Acids,
FTSA6_2,PFOA,NA,NA,SSS,Precursor,Legacy Acids,
FTSA6_2,PFNA,NA,NA,SSS,Precursor,Legacy Acids,
FTSA6_2,PFDA,NA,NA,SSS,Precursor,Legacy Acids,
FTSA6_2,PFDOA,NA,NA,SSS,Precursor,Legacy Acids,
FTSA6_2,PFTRDA,NA,NA,SSS,Precursor,Legacy Acids,
FTSA6_2,PFTEDA,NA,NA,SSS,Precursor,Legacy Acids,
FTSA6_2,PFUNDA,NA,NA,SSS,Precursor,Legacy Sulfonates,
FTSA6_2,PFHXS,NA,NA,SSS,Precursor,Legacy Sulfonates,
FTSA6_2,PFOS,NA,NA,SSS,Precursor,Legacy Sulfonates,
FTSA6_2,PFPES,NA,NA,SSS,Precursor,Legacy Sulfonamides,
FTSA6_2,PFHPS,NA,NA,SSS,Precursor,Legacy Sulfonamides,
FTSA6_2,PFDS,NA,NA,SSS,Precursor,Legacy Sulfonamides,
FTSA8_2,FOSA,0.11,0.66,SSS,Precursor,Precursor,
FTSA8_2,N_ETFOSAA,NA,NA,SSS,Precursor,Precursor,
FTSA8_2,N_MEFOSAA,NA,NA,SSS,Precursor,Precursor,
FTSA8_2,PFBA,0.41,0.10,SSS,Precursor,Short-chain,
FTSA8_2,PFBS,NA,NA,SSS,Precursor,Short-chain,
FTSA8_2,PFHPA,0.61,0.01,SSS,Precursor,Short-chain,**
FTSA8_2,PFHXA,NA,NA,SSS,Precursor,Legacy Acids,
FTSA8_2,PFOA,-0.15,0.56,SSS,Precursor,Legacy Acids,
FTSA8_2,PFNA,-0.31,0.23,SSS,Precursor,Legacy Acids,
FTSA8_2,PFDA,-0.31,0.23,SSS,Precursor,Legacy Acids,
FTSA8_2,PFDOA,-0.20,0.43,SSS,Precursor,Legacy Acids,
FTSA8_2,PFTRDA,-0.31,0.23,SSS,Precursor,Legacy Acids,
FTSA8_2,PFTEDA,-0.05,0.85,SSS,Precursor,Legacy Acids,
FTSA8_2,PFUNDA,-0.31,0.23,SSS,Precursor,Legacy Sulfonates,
FTSA8_2,PFHXS,0.41,0.10,SSS,Precursor,Legacy Sulfonates,
FTSA8_2,PFOS,0.26,0.32,SSS,Precursor,Legacy Sulfonates,
FTSA8_2,PFPES,-0.06,0.81,SSS,Precursor,Legacy Sulfonamides,
FTSA8_2,PFHPS,0.41,0.10,SSS,Precursor,Legacy Sulfonamides,
FTSA8_2,PFDS,0.41,0.10,SSS,Precursor,Legacy Sulfonamides,
FOSA,N_ETFOSAA,NA,NA,SSS,Precursor,Precursor,
FOSA,N_MEFOSAA,NA,NA,SSS,Precursor,Precursor,
FOSA,PFBA,0.09,0.74,SSS,Precursor,Short-chain,
FOSA,PFBS,NA,NA,SSS,Precursor,Short-chain,
FOSA,PFHPA,0.11,0.67,SSS,Precursor,Short-chain,
FOSA,PFHXA,NA,NA,SSS,Precursor,Legacy Acids,
FOSA,PFOA,0.15,0.56,SSS,Precursor,Legacy Acids,
FOSA,PFNA,0.46,0.06,SSS,Precursor,Legacy Acids,.
FOSA,PFDA,0.44,0.08,SSS,Precursor,Legacy Acids,.
FOSA,PFDOA,0.53,0.03,SSS,Precursor,Legacy Acids,*
FOSA,PFTRDA,0.48,0.05,SSS,Precursor,Legacy Acids,*
FOSA,PFTEDA,0.51,0.04,SSS,Precursor,Legacy Acids,*
FOSA,PFUNDA,0.46,0.06,SSS,Precursor,Legacy Sulfonates,.
FOSA,PFHXS,0.64,0.01,SSS,Precursor,Legacy Sulfonates,**
FOSA,PFOS,0.47,0.06,SSS,Precursor,Legacy Sulfonates,.
FOSA,PFPES,0.34,0.18,SSS,Precursor,Legacy Sulfonamides,
FOSA,PFHPS,0.73,0.00,SSS,Precursor,Legacy Sulfonamides,***
FOSA,PFDS,0.46,0.06,SSS,Precursor,Legacy Sulfonamides,.
N_ETFOSAA,N_MEFOSAA,NA,NA,SSS,Precursor,Precursor,
N_ETFOSAA,PFBA,NA,NA,SSS,Precursor,Short-chain,
N_ETFOSAA,PFBS,NA,NA,SSS,Precursor,Short-chain,
N_ETFOSAA,PFHPA,NA,NA,SSS,Precursor,Short-chain,
N_ETFOSAA,PFHXA,NA,NA,SSS,Precursor,Legacy Acids,
N_ETFOSAA,PFOA,NA,NA,SSS,Precursor,Legacy Acids,
N_ETFOSAA,PFNA,NA,NA,SSS,Precursor,Legacy Acids,
N_ETFOSAA,PFDA,NA,NA,SSS,Precursor,Legacy Acids,
N_ETFOSAA,PFDOA,NA,NA,SSS,Precursor,Legacy Acids,
N_ETFOSAA,PFTRDA,NA,NA,SSS,Precursor,Legacy Acids,
N_ETFOSAA,PFTEDA,NA,NA,SSS,Precursor,Legacy Acids,
N_ETFOSAA,PFUNDA,NA,NA,SSS,Precursor,Legacy Sulfonates,
N_ETFOSAA,PFHXS,NA,NA,SSS,Precursor,Legacy Sulfonates,
N_ETFOSAA,PFOS,NA,NA,SSS,Precursor,Legacy Sulfonates,
N_ETFOSAA,PFPES,NA,NA,SSS,Precursor,Legacy Sulfonamides,
N_ETFOSAA,PFHPS,NA,NA,SSS,Precursor,Legacy Sulfonamides,
N_ETFOSAA,PFDS,NA,NA,SSS,Precursor,Legacy Sulfonamides,
N_MEFOSAA,PFBA,NA,NA,SSS,Precursor,Short-chain,
N_MEFOSAA,PFBS,NA,NA,SSS,Precursor,Short-chain,
N_MEFOSAA,PFHPA,NA,NA,SSS,Precursor,Short-chain,
N_MEFOSAA,PFHXA,NA,NA,SSS,Precursor,Legacy Acids,
N_MEFOSAA,PFOA,NA,NA,SSS,Precursor,Legacy Acids,
N_MEFOSAA,PFNA,NA,NA,SSS,Precursor,Legacy Acids,
N_MEFOSAA,PFDA,NA,NA,SSS,Precursor,Legacy Acids,
N_MEFOSAA,PFDOA,NA,NA,SSS,Precursor,Legacy Acids,
N_MEFOSAA,PFTRDA,NA,NA,SSS,Precursor,Legacy Acids,
N_MEFOSAA,PFTEDA,NA,NA,SSS,Precursor,Legacy Acids,
N_MEFOSAA,PFUNDA,NA,NA,SSS,Precursor,Legacy Sulfonates,
N_MEFOSAA,PFHXS,NA,NA,SSS,Precursor,Legacy Sulfonates,
N_MEFOSAA,PFOS,NA,NA,SSS,Precursor,Legacy Sulfonates,
N_MEFOSAA,PFPES,NA,NA,SSS,Precursor,Legacy Sulfonamides,
N_MEFOSAA,PFHPS,NA,NA,SSS,Precursor,Legacy Sulfonamides,
N_MEFOSAA,PFDS,NA,NA,SSS,Precursor,Legacy Sulfonamides,
PFBA,PFBS,NA,NA,SSS,Short-chain,Short-chain,
PFBA,PFHPA,0.59,0.01,SSS,Short-chain,Short-chain,*
PFBA,PFHXA,NA,NA,SSS,Short-chain,Legacy Acids,
PFBA,PFOA,-0.15,0.57,SSS,Short-chain,Legacy Acids,
PFBA,PFNA,-0.17,0.51,SSS,Short-chain,Legacy Acids,
PFBA,PFDA,-0.11,0.67,SSS,Short-chain,Legacy Acids,
PFBA,PFDOA,-0.17,0.52,SSS,Short-chain,Legacy Acids,
PFBA,PFTRDA,-0.07,0.80,SSS,Short-chain,Legacy Acids,
PFBA,PFTEDA,0.07,0.79,SSS,Short-chain,Legacy Acids,
PFBA,PFUNDA,-0.11,0.67,SSS,Short-chain,Legacy Sulfonates,
PFBA,PFHXS,0.08,0.76,SSS,Short-chain,Legacy Sulfonates,
PFBA,PFOS,0.31,0.22,SSS,Short-chain,Legacy Sulfonates,
PFBA,PFPES,-0.36,0.16,SSS,Short-chain,Legacy Sulfonamides,
PFBA,PFHPS,0.16,0.54,SSS,Short-chain,Legacy Sulfonamides,
PFBA,PFDS,0.29,0.25,SSS,Short-chain,Legacy Sulfonamides,
PFBS,PFHPA,NA,NA,SSS,Short-chain,Short-chain,
PFBS,PFHXA,NA,NA,SSS,Short-chain,Legacy Acids,
PFBS,PFOA,NA,NA,SSS,Short-chain,Legacy Acids,
PFBS,PFNA,NA,NA,SSS,Short-chain,Legacy Acids,
PFBS,PFDA,NA,NA,SSS,Short-chain,Legacy Acids,
PFBS,PFDOA,NA,NA,SSS,Short-chain,Legacy Acids,
PFBS,PFTRDA,NA,NA,SSS,Short-chain,Legacy Acids,
PFBS,PFTEDA,NA,NA,SSS,Short-chain,Legacy Acids,
PFBS,PFUNDA,NA,NA,SSS,Short-chain,Legacy Sulfonates,
PFBS,PFHXS,NA,NA,SSS,Short-chain,Legacy Sulfonates,
PFBS,PFOS,NA,NA,SSS,Short-chain,Legacy Sulfonates,
PFBS,PFPES,NA,NA,SSS,Short-chain,Legacy Sulfonamides,
PFBS,PFHPS,NA,NA,SSS,Short-chain,Legacy Sulfonamides,
PFBS,PFDS,NA,NA,SSS,Short-chain,Legacy Sulfonamides,
PFHPA,PFHXA,NA,NA,SSS,Short-chain,Legacy Acids,
PFHPA,PFOA,0.13,0.63,SSS,Short-chain,Legacy Acids,
PFHPA,PFNA,-0.06,0.83,SSS,Short-chain,Legacy Acids,
PFHPA,PFDA,-0.05,0.84,SSS,Short-chain,Legacy Acids,
PFHPA,PFDOA,0.02,0.94,SSS,Short-chain,Legacy Acids,
PFHPA,PFTRDA,0.04,0.88,SSS,Short-chain,Legacy Acids,
PFHPA,PFTEDA,0.13,0.61,SSS,Short-chain,Legacy Acids,
PFHPA,PFUNDA,-0.03,0.92,SSS,Short-chain,Legacy Sulfonates,
PFHPA,PFHXS,0.38,0.13,SSS,Short-chain,Legacy Sulfonates,
PFHPA,PFOS,0.21,0.41,SSS,Short-chain,Legacy Sulfonates,
PFHPA,PFPES,-0.12,0.66,SSS,Short-chain,Legacy Sulfonamides,
PFHPA,PFHPS,0.35,0.17,SSS,Short-chain,Legacy Sulfonamides,
PFHPA,PFDS,0.30,0.24,SSS,Short-chain,Legacy Sulfonamides,
PFHXA,PFOA,NA,NA,SSS,Legacy Acids,Legacy Acids,
PFHXA,PFNA,NA,NA,SSS,Legacy Acids,Legacy Acids,
PFHXA,PFDA,NA,NA,SSS,Legacy Acids,Legacy Acids,
PFHXA,PFDOA,NA,NA,SSS,Legacy Acids,Legacy Acids,
PFHXA,PFTRDA,NA,NA,SSS,Legacy Acids,Legacy Acids,
PFHXA,PFTEDA,NA,NA,SSS,Legacy Acids,Legacy Acids,
PFHXA,PFUNDA,NA,NA,SSS,Legacy Acids,Legacy Sulfonates,
PFHXA,PFHXS,NA,NA,SSS,Legacy Acids,Legacy Sulfonates,
PFHXA,PFOS,NA,NA,SSS,Legacy Acids,Legacy Sulfonates,
PFHXA,PFPES,NA,NA,SSS,Legacy Acids,Legacy Sulfonamides,
PFHXA,PFHPS,NA,NA,SSS,Legacy Acids,Legacy Sulfonamides,
PFHXA,PFDS,NA,NA,SSS,Legacy Acids,Legacy Sulfonamides,
PFOA,PFNA,0.76,0.00,SSS,Legacy Acids,Legacy Acids,***
PFOA,PFDA,0.66,0.01,SSS,Legacy Acids,Legacy Acids,**
PFOA,PFDOA,0.66,0.00,SSS,Legacy Acids,Legacy Acids,**
PFOA,PFTRDA,0.62,0.01,SSS,Legacy Acids,Legacy Acids,**
PFOA,PFTEDA,0.58,0.01,SSS,Legacy Acids,Legacy Acids,*
PFOA,PFUNDA,0.69,0.00,SSS,Legacy Acids,Legacy Sulfonates,**
PFOA,PFHXS,0.54,0.03,SSS,Legacy Acids,Legacy Sulfonates,*
PFOA,PFOS,0.32,0.21,SSS,Legacy Acids,Legacy Sulfonates,
PFOA,PFPES,-0.10,0.70,SSS,Legacy Acids,Legacy Sulfonamides,
PFOA,PFHPS,0.41,0.10,SSS,Legacy Acids,Legacy Sulfonamides,.
PFOA,PFDS,-0.20,0.45,SSS,Legacy Acids,Legacy Sulfonamides,
PFNA,PFDA,0.97,0.00,SSS,Legacy Acids,Legacy Acids,***
PFNA,PFDOA,0.91,0.00,SSS,Legacy Acids,Legacy Acids,***
PFNA,PFTRDA,0.88,0.00,SSS,Legacy Acids,Legacy Acids,***
PFNA,PFTEDA,0.88,0.00,SSS,Legacy Acids,Legacy Acids,***
PFNA,PFUNDA,0.98,0.00,SSS,Legacy Acids,Legacy Sulfonates,***
PFNA,PFHXS,0.69,0.00,SSS,Legacy Acids,Legacy Sulfonates,**
PFNA,PFOS,0.66,0.00,SSS,Legacy Acids,Legacy Sulfonates,**
PFNA,PFPES,0.31,0.23,SSS,Legacy Acids,Legacy Sulfonamides,
PFNA,PFHPS,0.59,0.01,SSS,Legacy Acids,Legacy Sulfonamides,*
PFNA,PFDS,0.22,0.40,SSS,Legacy Acids,Legacy Sulfonamides,
PFDA,PFDOA,0.93,0.00,SSS,Legacy Acids,Legacy Acids,***
PFDA,PFTRDA,0.91,0.00,SSS,Legacy Acids,Legacy Acids,***
PFDA,PFTEDA,0.92,0.00,SSS,Legacy Acids,Legacy Acids,***
PFDA,PFUNDA,0.99,0.00,SSS,Legacy Acids,Legacy Sulfonates,***
PFDA,PFHXS,0.67,0.00,SSS,Legacy Acids,Legacy Sulfonates,**
PFDA,PFOS,0.71,0.00,SSS,Legacy Acids,Legacy Sulfonates,**
PFDA,PFPES,0.31,0.23,SSS,Legacy Acids,Legacy Sulfonamides,
PFDA,PFHPS,0.53,0.03,SSS,Legacy Acids,Legacy Sulfonamides,*
PFDA,PFDS,0.34,0.18,SSS,Legacy Acids,Legacy Sulfonamides,
PFDOA,PFTRDA,0.95,0.00,SSS,Legacy Acids,Legacy Acids,***
PFDOA,PFTEDA,0.90,0.00,SSS,Legacy Acids,Legacy Acids,***
PFDOA,PFUNDA,0.93,0.00,SSS,Legacy Acids,Legacy Sulfonates,***
PFDOA,PFHXS,0.72,0.00,SSS,Legacy Acids,Legacy Sulfonates,**
PFDOA,PFOS,0.60,0.01,SSS,Legacy Acids,Legacy Sulfonates,*
PFDOA,PFPES,0.36,0.16,SSS,Legacy Acids,Legacy Sulfonamides,
PFDOA,PFHPS,0.56,0.02,SSS,Legacy Acids,Legacy Sulfonamides,*
PFDOA,PFDS,0.34,0.18,SSS,Legacy Acids,Legacy Sulfonamides,
PFTRDA,PFTEDA,0.90,0.00,SSS,Legacy Acids,Legacy Acids,***
PFTRDA,PFUNDA,0.91,0.00,SSS,Legacy Acids,Legacy Sulfonates,***
PFTRDA,PFHXS,0.58,0.02,SSS,Legacy Acids,Legacy Sulfonates,*
PFTRDA,PFOS,0.56,0.02,SSS,Legacy Acids,Legacy Sulfonates,*
PFTRDA,PFPES,0.31,0.23,SSS,Legacy Acids,Legacy Sulfonamides,
PFTRDA,PFHPS,0.45,0.07,SSS,Legacy Acids,Legacy Sulfonamides,.
PFTRDA,PFDS,0.27,0.30,SSS,Legacy Acids,Legacy Sulfonamides,
PFTEDA,PFUNDA,0.90,0.00,SSS,Legacy Acids,Legacy Sulfonates,***
PFTEDA,PFHXS,0.75,0.00,SSS,Legacy Acids,Legacy Sulfonates,***
PFTEDA,PFOS,0.77,0.00,SSS,Legacy Acids,Legacy Sulfonates,***
PFTEDA,PFPES,0.31,0.23,SSS,Legacy Acids,Legacy Sulfonamides,
PFTEDA,PFHPS,0.60,0.01,SSS,Legacy Acids,Legacy Sulfonamides,*
PFTEDA,PFDS,0.48,0.05,SSS,Legacy Acids,Legacy Sulfonamides,.
PFUNDA,PFHXS,0.70,0.00,SSS,Legacy Sulfonates,Legacy Sulfonates,**
PFUNDA,PFOS,0.70,0.00,SSS,Legacy Sulfonates,Legacy Sulfonates,**
PFUNDA,PFPES,0.31,0.23,SSS,Legacy Sulfonates,Legacy Sulfonamides,
PFUNDA,PFHPS,0.57,0.02,SSS,Legacy Sulfonates,Legacy Sulfonamides,*
PFUNDA,PFDS,0.32,0.22,SSS,Legacy Sulfonates,Legacy Sulfonamides,
PFHXS,PFOS,0.80,0.00,SSS,Legacy Sulfonates,Legacy Sulfonates,***
PFHXS,PFPES,0.31,0.23,SSS,Legacy Sulfonates,Legacy Sulfonamides,
PFHXS,PFHPS,0.91,0.00,SSS,Legacy Sulfonates,Legacy Sulfonamides,***
PFHXS,PFDS,0.56,0.02,SSS,Legacy Sulfonates,Legacy Sulfonamides,*
PFOS,PFPES,0.20,0.43,SSS,Legacy Sulfonates,Legacy Sulfonamides,
PFOS,PFHPS,0.78,0.00,SSS,Legacy Sulfonates,Legacy Sulfonamides,***
PFOS,PFDS,0.62,0.01,SSS,Legacy Sulfonates,Legacy Sulfonamides,**
PFPES,PFHPS,0.31,0.23,SSS,Legacy Sulfonamides,Legacy Sulfonamides,
PFPES,PFDS,0.36,0.16,SSS,Legacy Sulfonamides,Legacy Sulfonamides,
PFHPS,PFDS,0.44,0.07,SSS,Legacy Sulfonamides,Legacy Sulfonamides,.
FTSA6_2,FTSA8_2,NA,NA,LWR,Precursor,Precursor,
FTSA6_2,FOSA,NA,NA,LWR,Precursor,Precursor,
FTSA6_2,N_ETFOSAA,NA,NA,LWR,Precursor,Precursor,
FTSA6_2,N_MEFOSAA,NA,NA,LWR,Precursor,Precursor,
FTSA6_2,PFBA,NA,NA,LWR,Precursor,Short-chain,
FTSA6_2,PFBS,NA,NA,LWR,Precursor,Short-chain,
FTSA6_2,PFHPA,NA,NA,LWR,Precursor,Short-chain,
FTSA6_2,PFHXA,NA,NA,LWR,Precursor,Legacy Acids,
FTSA6_2,PFOA,NA,NA,LWR,Precursor,Legacy Acids,
FTSA6_2,PFNA,NA,NA,LWR,Precursor,Legacy Acids,
FTSA6_2,PFDA,NA,NA,LWR,Precursor,Legacy Acids,
FTSA6_2,PFDOA,NA,NA,LWR,Precursor,Legacy Acids,
FTSA6_2,PFTRDA,NA,NA,LWR,Precursor,Legacy Acids,
FTSA6_2,PFTEDA,NA,NA,LWR,Precursor,Legacy Acids,
FTSA6_2,PFUNDA,NA,NA,LWR,Precursor,Legacy Sulfonates,
FTSA6_2,PFHXS,NA,NA,LWR,Precursor,Legacy Sulfonates,
FTSA6_2,PFOS,NA,NA,LWR,Precursor,Legacy Sulfonates,
FTSA6_2,PFPES,NA,NA,LWR,Precursor,Legacy Sulfonamides,
FTSA6_2,PFHPS,NA,NA,LWR,Precursor,Legacy Sulfonamides,
FTSA6_2,PFDS,NA,NA,LWR,Precursor,Legacy Sulfonamides,
FTSA8_2,FOSA,0.66,0.00,LWR,Precursor,Precursor,**
FTSA8_2,N_ETFOSAA,0.63,0.00,LWR,Precursor,Precursor,**
FTSA8_2,N_MEFOSAA,0.10,0.67,LWR,Precursor,Precursor,
FTSA8_2,PFBA,-0.05,0.82,LWR,Precursor,Short-chain,
FTSA8_2,PFBS,NA,NA,LWR,Precursor,Short-chain,
FTSA8_2,PFHPA,NA,NA,LWR,Precursor,Short-chain,
FTSA8_2,PFHXA,0.44,0.05,LWR,Precursor,Legacy Acids,*
FTSA8_2,PFOA,0.05,0.83,LWR,Precursor,Legacy Acids,
FTSA8_2,PFNA,-0.25,0.28,LWR,Precursor,Legacy Acids,
FTSA8_2,PFDA,0.80,0.00,LWR,Precursor,Legacy Acids,***
FTSA8_2,PFDOA,0.73,0.00,LWR,Precursor,Legacy Acids,***
FTSA8_2,PFTRDA,0.64,0.00,LWR,Precursor,Legacy Acids,**
FTSA8_2,PFTEDA,0.61,0.00,LWR,Precursor,Legacy Acids,**
FTSA8_2,PFUNDA,0.78,0.00,LWR,Precursor,Legacy Sulfonates,***
FTSA8_2,PFHXS,0.35,0.12,LWR,Precursor,Legacy Sulfonates,
FTSA8_2,PFOS,0.77,0.00,LWR,Precursor,Legacy Sulfonates,***
FTSA8_2,PFPES,NA,NA,LWR,Precursor,Legacy Sulfonamides,
FTSA8_2,PFHPS,0.63,0.00,LWR,Precursor,Legacy Sulfonamides,**
FTSA8_2,PFDS,0.50,0.02,LWR,Precursor,Legacy Sulfonamides,*
FOSA,N_ETFOSAA,0.83,0.00,LWR,Precursor,Precursor,***
FOSA,N_MEFOSAA,0.26,0.25,LWR,Precursor,Precursor,
FOSA,PFBA,0.20,0.37,LWR,Precursor,Short-chain,
FOSA,PFBS,NA,NA,LWR,Precursor,Short-chain,
FOSA,PFHPA,NA,NA,LWR,Precursor,Short-chain,
FOSA,PFHXA,0.63,0.00,LWR,Precursor,Legacy Acids,**
FOSA,PFOA,0.56,0.01,LWR,Precursor,Legacy Acids,**
FOSA,PFNA,-0.07,0.75,LWR,Precursor,Legacy Acids,
FOSA,PFDA,0.76,0.00,LWR,Precursor,Legacy Acids,***
FOSA,PFDOA,0.77,0.00,LWR,Precursor,Legacy Acids,***
FOSA,PFTRDA,0.52,0.02,LWR,Precursor,Legacy Acids,*
FOSA,PFTEDA,0.57,0.01,LWR,Precursor,Legacy Acids,**
FOSA,PFUNDA,0.63,0.00,LWR,Precursor,Legacy Sulfonates,**
FOSA,PFHXS,0.51,0.02,LWR,Precursor,Legacy Sulfonates,*
FOSA,PFOS,0.79,0.00,LWR,Precursor,Legacy Sulfonates,***
FOSA,PFPES,NA,NA,LWR,Precursor,Legacy Sulfonamides,
FOSA,PFHPS,0.81,0.00,LWR,Precursor,Legacy Sulfonamides,***
FOSA,PFDS,0.34,0.13,LWR,Precursor,Legacy Sulfonamides,
N_ETFOSAA,N_MEFOSAA,0.43,0.05,LWR,Precursor,Precursor,.
N_ETFOSAA,PFBA,0.22,0.33,LWR,Precursor,Short-chain,
N_ETFOSAA,PFBS,NA,NA,LWR,Precursor,Short-chain,
N_ETFOSAA,PFHPA,NA,NA,LWR,Precursor,Short-chain,
N_ETFOSAA,PFHXA,0.62,0.00,LWR,Precursor,Legacy Acids,**
N_ETFOSAA,PFOA,0.58,0.01,LWR,Precursor,Legacy Acids,**
N_ETFOSAA,PFNA,-0.02,0.92,LWR,Precursor,Legacy Acids,
N_ETFOSAA,PFDA,0.83,0.00,LWR,Precursor,Legacy Acids,***
N_ETFOSAA,PFDOA,0.86,0.00,LWR,Precursor,Legacy Acids,***
N_ETFOSAA,PFTRDA,0.55,0.01,LWR,Precursor,Legacy Acids,*
N_ETFOSAA,PFTEDA,0.73,0.00,LWR,Precursor,Legacy Acids,***
N_ETFOSAA,PFUNDA,0.68,0.00,LWR,Precursor,Legacy Sulfonates,***
N_ETFOSAA,PFHXS,0.59,0.01,LWR,Precursor,Legacy Sulfonates,**
N_ETFOSAA,PFOS,0.85,0.00,LWR,Precursor,Legacy Sulfonates,***
N_ETFOSAA,PFPES,NA,NA,LWR,Precursor,Legacy Sulfonamides,
N_ETFOSAA,PFHPS,0.83,0.00,LWR,Precursor,Legacy Sulfonamides,***
N_ETFOSAA,PFDS,0.52,0.02,LWR,Precursor,Legacy Sulfonamides,*
N_MEFOSAA,PFBA,0.46,0.03,LWR,Precursor,Short-chain,*
N_MEFOSAA,PFBS,NA,NA,LWR,Precursor,Short-chain,
N_MEFOSAA,PFHPA,NA,NA,LWR,Precursor,Short-chain,
N_MEFOSAA,PFHXA,0.47,0.03,LWR,Precursor,Legacy Acids,*
N_MEFOSAA,PFOA,0.26,0.26,LWR,Precursor,Legacy Acids,
N_MEFOSAA,PFNA,-0.15,0.51,LWR,Precursor,Legacy Acids,
N_MEFOSAA,PFDA,0.21,0.37,LWR,Precursor,Legacy Acids,
N_MEFOSAA,PFDOA,0.30,0.19,LWR,Precursor,Legacy Acids,
N_MEFOSAA,PFTRDA,0.11,0.65,LWR,Precursor,Legacy Acids,
N_MEFOSAA,PFTEDA,0.26,0.25,LWR,Precursor,Legacy Acids,
N_MEFOSAA,PFUNDA,0.09,0.70,LWR,Precursor,Legacy Sulfonates,
N_MEFOSAA,PFHXS,-0.08,0.74,LWR,Precursor,Legacy Sulfonates,
N_MEFOSAA,PFOS,0.09,0.70,LWR,Precursor,Legacy Sulfonates,
N_MEFOSAA,PFPES,NA,NA,LWR,Precursor,Legacy Sulfonamides,
N_MEFOSAA,PFHPS,0.10,0.66,LWR,Precursor,Legacy Sulfonamides,
N_MEFOSAA,PFDS,0.34,0.13,LWR,Precursor,Legacy Sulfonamides,
PFBA,PFBS,NA,NA,LWR,Short-chain,Short-chain,
PFBA,PFHPA,NA,NA,LWR,Short-chain,Short-chain,
PFBA,PFHXA,0.57,0.01,LWR,Short-chain,Legacy Acids,**
PFBA,PFOA,0.38,0.09,LWR,Short-chain,Legacy Acids,.
PFBA,PFNA,0.21,0.36,LWR,Short-chain,Legacy Acids,
PFBA,PFDA,0.06,0.80,LWR,Short-chain,Legacy Acids,
PFBA,PFDOA,0.11,0.64,LWR,Short-chain,Legacy Acids,
PFBA,PFTRDA,-0.07,0.76,LWR,Short-chain,Legacy Acids,
PFBA,PFTEDA,0.02,0.92,LWR,Short-chain,Legacy Acids,
PFBA,PFUNDA,-0.10,0.68,LWR,Short-chain,Legacy Sulfonates,
PFBA,PFHXS,0.19,0.40,LWR,Short-chain,Legacy Sulfonates,
PFBA,PFOS,0.18,0.44,LWR,Short-chain,Legacy Sulfonates,
PFBA,PFPES,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFBA,PFHPS,0.27,0.23,LWR,Short-chain,Legacy Sulfonamides,
PFBA,PFDS,0.13,0.58,LWR,Short-chain,Legacy Sulfonamides,
PFBS,PFHPA,NA,NA,LWR,Short-chain,Short-chain,
PFBS,PFHXA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFOA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFNA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFDOA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFTRDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFTEDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFUNDA,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFBS,PFHXS,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFBS,PFOS,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFBS,PFPES,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFBS,PFHPS,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFBS,PFDS,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFHPA,PFHXA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFOA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFNA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFDOA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFTRDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFTEDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFUNDA,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFHPA,PFHXS,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFHPA,PFOS,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFHPA,PFPES,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFHPA,PFHPS,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFHPA,PFDS,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFHXA,PFOA,0.27,0.23,LWR,Legacy Acids,Legacy Acids,
PFHXA,PFNA,-0.20,0.38,LWR,Legacy Acids,Legacy Acids,
